,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability
UgzT_4ZHFZZSEY4X8-R4AaABAg,INFINITY PILL,1 month ago,1510962198216,"Come on, are we going to call out anyone now for what seems like a bit if a non event really?",1,false,0,,,,,,,/Neutral/,Neutral,0.5
Ugy7NPO2tt4FTZ4CELB4AaABAg,Kosmos Konnected,1 month ago,1510962198220,All of them are gay,0,false,0,,,,,,,/Negative/,Negative,0.746
Ugzf8OiUeBnKkCGcpVd4AaABAg,StrategySceptic,1 month ago,1510962198223,"Lol if this was a woman accusing him TYT would be foaming at the mouth with ""How dare you doubt what she's saying!"" but in this case ""Not every accusation means they did it...let's be as fair as we can""",2,true,2,,,,,,,/Negative/,Negative,0.92
,,,,,,,,Ugzf8OiUeBnKkCGcpVd4AaABAg.8ZzDbDmuHQQ8ZzFSzj781A,First lady Princest Ivanka,1 month ago,1510962198695,"Nooo.  No other network is covering all of the Hollywood scandals like this one, left and right wing.  I wouldargue that Roger Ailes and Bill O'Reilly with their continual denials and ENORMOUS payouts to avoid prosecutionstill need more looking into.",0,/Negative/,Negative,0.834
,,,,,,,,Ugzf8OiUeBnKkCGcpVd4AaABAg.8ZzDbDmuHQQ8ZzIdkLNNCn,StrategySceptic,1 month ago,1510962198698,"I'm not talking about coverage or evidence. TYT didn't wait until all the accusers for other cases came out. They immediately jumped on the accusations for everyone else, crying victim blaming on everyone who doubted the accusers. I don't see how this case is different, but they suddenly don't think the stories should be taken at face value. Even though two other cases were already filed against Travolta before.",0,/Negative/,Negative,0.98
UgwNWDDpOb6u9Bjh6-t4AaABAg,kpetersen02,1 month ago,1510962198227,Scientology's Golden Boy.,9,false,0,,,,,,,/Neutral/,Neutral,0.842
UgzZbsKyaDzl6tARPK54AaABAg,boonestead,1 month ago,1510962198230,"So what?? The guy was 21.he was asked and said no .if he felt uncomfortable,why did he go into the steam room .the cards were already on the table. He should have left after the massage, but by continuing into the steam room,he gave John reason to pursue it",4,false,0,,,,,,,/Negative/,Negative,0.973
UgxxWKE6Vi7keknm8_N4AaABAg,Khannea Sun Tzu,1 month ago,1510962198233,"Pro-tip - Do not go in to the steam room with John Travolta, after he states ""I am excited by you"". He will soap up your backside and try penetrate you. After offering to lick your rectum. 

No seriously, I assumed ""masseur"" was a euphemism for ""gay prostitute"" ?

Jay.",5,false,0,,,,,,,/Negative/,Negative,0.855
UgxPOfwPgIFSHiH-Wix4AaABAg,GabrielSparkletits,1 month ago,1510962198237,"THEY'RE CLOSING IN ON YOU TOM CRUISE

BETTER AMSCRAY",7,true,2,,,,,,,/Negative/,Negative,0.902
,,,,,,,,UgxPOfwPgIFSHiH-Wix4AaABAg.8ZzCtiXoCt08ZzG_q-NZs9,T Br,1 month ago,1510962198683,GabrielSparkletits do you think Tom cruise is really gay,0,/Negative/,Negative,0.619
,,,,,,,,UgxPOfwPgIFSHiH-Wix4AaABAg.8ZzCtiXoCt08ZzHzbDQV7d,suggarachel,1 month ago,1510962198685,Dont worry Tom will use his OT powers :),0,/Positive/,Positive,0.998
UgwZgNkW37uhSG2TDGh4AaABAg,Red Pill prime,1 month ago,1510962198242,Incredible.,2,false,0,,,,,,,/Positive/,Positive,0.99
UgyVsEkZhC8Gd-utFSZ4AaABAg,Orange Ziggy,1 month ago,1510962198244,Massage therapists should not work alone with the client- there should always be someone else in the room. Enough with the private rooms. There is no reason for it.,3,true,1,,,,,,,/Negative/,Negative,0.994
,,,,,,,,UgyVsEkZhC8Gd-utFSZ4AaABAg.8ZzCj_3D8-t8ZzDmCVXctT,Eric Antone,1 month ago,1510962198704,lol,1,/Positive/,Positive,0.998
Ugyn6u8yWTqDLRA55s54AaABAg,X-man,1 month ago,1510962198248,"The gender bias is strong in this video. Every single time a woman accuses a man, people yell ""believe women"" and if you're waiting for evidence, it's blaming the victim. TYT literally pointed out inconsistencies in these stories and decided to wait for evidence for the male accuser. Obvious bias.",11,true,3,,,,,,,/Negative/,Negative,0.844
,,,,,,,,Ugyn6u8yWTqDLRA55s54AaABAg.8ZzCVavSWiU8ZzDnpHec1p,Eric Antone,1 month ago,1510962198661,I noticed that too.,1,/Neutral/,Neutral,0.602
,,,,,,,,Ugyn6u8yWTqDLRA55s54AaABAg.8ZzCVavSWiU8ZzE3AgJ3xX,Vrinda Clothier,1 month ago,1510962198665,"X-man Idk, is it gender bias or gay bias?they did go after Kevin Spacey harder than this but that was because it had to do with a 14 year old boy.but anyway I think a lot of it has to do with sexual orientation.don't want to risk sounding homophobic.",0,/Negative/,Negative,0.975
,,,,,,,,Ugyn6u8yWTqDLRA55s54AaABAg.8ZzCVavSWiU8ZzGdXqfhCE,Adam Spencer,1 month ago,1510962198670,I was thinking the something,0,/Negative/,Negative,0.793
UgxhIcGBpMD9eh2-5BB4AaABAg,Gnarrkhaz,1 month ago,1510962198253,"Why do they warn people of graphic content like people getting shot, but not when they read stuff like this? This is way more uncomfortable.",1,false,0,,,,,,,/Negative/,Negative,0.998
UgxY9LJG1Yds62oSFkB4AaABAg,Dr Orgasm donor,1 month ago,1510962198256,I would love to lick Ana’s asshole,13,true,11,,,,,,,/Positive/,Positive,0.988
,,,,,,,,UgxY9LJG1Yds62oSFkB4AaABAg.8ZzC-_gUcvh8ZzD1ActGy3,Red Pill prime,1 month ago,1510962198733,Dr Orgasm donor I prefer the other side.,2,/Positive/,Positive,0.939
,,,,,,,,UgxY9LJG1Yds62oSFkB4AaABAg.8ZzC-_gUcvh8ZzDSGZLTKy,Dr Orgasm donor,1 month ago,1510962198735,Red Pill prime how about both sides,1,/Positive/,Positive,0.891
,,,,,,,,UgxY9LJG1Yds62oSFkB4AaABAg.8ZzC-_gUcvh8ZzDbFEGQwH,Khannea Sun Tzu,1 month ago,1510962198738,I'd love to stick my right arm up your rectum while your do.  Hold your hands in a deadlock with my left arm. Make you scream muffled as she clenches your face between her thighs and punches your hard in your throat. Then I'd laugh. Because that would be funny.,3,/Negative/,Negative,0.469
,,,,,,,,UgxY9LJG1Yds62oSFkB4AaABAg.8ZzC-_gUcvh8ZzFqMXhmji,Marvin the Martian,1 month ago,1510962198743,Well......that escalated quickly lol,2,/Positive/,Positive,0.979
,,,,,,,,UgxY9LJG1Yds62oSFkB4AaABAg.8ZzC-_gUcvh8ZzHNFoBPoS,Dr Orgasm donor,1 month ago,1510962198746,Khannea Sun Tzu 🖕👉🏿🐷,0,/Neutral/,Neutral,0.998
,,,,,,,,UgxY9LJG1Yds62oSFkB4AaABAg.8ZzC-_gUcvh8ZzHZMW9l9S,ancient mami,1 month ago,1510962198749,Ah uh. Not before the massage.,1,/Negative/,Negative,0.975
,,,,,,,,UgxY9LJG1Yds62oSFkB4AaABAg.8ZzC-_gUcvh8ZzMkt16yCS,Red Pill prime,1 month ago,1510962198752,"OK, yes!  Both side.   I confess!",0,/Neutral/,Neutral,0.732
,,,,,,,,UgxY9LJG1Yds62oSFkB4AaABAg.8ZzC-_gUcvh8_-UmsSrD0u,meeg_2005,1 month ago,1510962198755,"what happened to ""ana please sit on my face#",0,/Neutral/,Neutral,0.57
,,,,,,,,UgxY9LJG1Yds62oSFkB4AaABAg.8ZzC-_gUcvh8_-vfY7HjN2,Dr Orgasm donor,1 month ago,1510962198758,meeg_2005 out with the old,0,/Neutral/,Neutral,0.758
,,,,,,,,UgxY9LJG1Yds62oSFkB4AaABAg.8ZzC-_gUcvh8_-w7ygYLww,meeg_2005,1 month ago,1510962198760,+Dr Orgasm donor .....nah that guy was the best.  probably in jail,0,/Positive/,Positive,0.809
,,,,,,,,UgxY9LJG1Yds62oSFkB4AaABAg.8ZzC-_gUcvh8_0T9X2DmQK,Dr Orgasm donor,1 month ago,1510962198763,meeg_2005 probably,0,/Negative/,Negative,0.877
Ugy_eHkpigVLSOQ0Sy54AaABAg,LizzyLiberty,1 month ago,1510962198260,"So a rich gay guy sexually harassed his temporal employees. They weren't assaulted. One even admitted to playing along. Still they reported and sued, and unlike most victims, these ""victims"" were not attacked afterwards, nor have their entire career destroyed. How is this explosive, or even in the ongoing Hollywood Allegations category?",3,false,0,,,,,,,/Negative/,Negative,0.955
Ugy007sUnzHI2KS_9bl4AaABAg,Dollar Bill,1 month ago,1510962198263,It’s funny that TYT didn’t give the same wait to judgment when dealing with Bill Cosby but is doing so with GAY JOHNNY,4,false,0,,,,,,,/Positive/,Positive,0.912
Ugx2JhnOLhSFaN3AwMV4AaABAg,Josh Hubbard,1 month ago,1510962198267,"""Don John Travolta"" - Ana K. The Don of Scienmafiology... Shit son, Don John be repin' the non morals of the famitology! LMAO! Awesome word slip Ana!",3,false,0,,,,,,,/Negative/,Negative,0.422
UgzJZmm0CzGU-5HaCep4AaABAg,corthew,1 month ago,1510962198271,What...You thought South Park was making that up about him?,1,false,0,,,,,,,/Negative/,Negative,0.887
UgwdN8B5VUQ7ZAdFvyh4AaABAg,Jordan Chariton,1 month ago,1510962198274,Why is TYT so homophobic? I'm ashamed to count myself as a TYT fan today. 😩😭,3,false,0,,,,,,,/Negative/,Negative,0.986
Ugx_mWhuNOYPIzv-eRV4AaABAg,HYPR QWYK,1 month ago,1510962198278,17 years ago ?? maybe there isnt an issue ??....because both were in a consensual acts.......,0,false,0,,,,,,,/Negative/,Negative,0.49
UgzVB2eJgMmMm11oVtJ4AaABAg,`m E,1 month ago,1510962198281,"Literally everyone outside of LA knows about Travolta and Cruise, just like they knew about Spacey. Get your head out of your arse.",0,false,0,,,,,,,/Negative/,Negative,0.666
UgyQsdnXYJV8-ElCkJF4AaABAg,DandyDon,1 month ago,1510962198284,I guess all that brain washing the Church of Scientology tried to make him Str8 didn't completely work?,2,false,0,,,,,,,/Negative/,Negative,0.998
UgxQFBCmCDmZIpdfhqx4AaABAg,Orange Ziggy,1 month ago,1510962199546,"What's sad is that Travolta could have anyone he wants but instead he preys on this young man who is just trying to make a living, trying to make him out to be just a prostitute.",2,true,2,,,,,,,/Negative/,Negative,0.922
,,,,,,,,UgxQFBCmCDmZIpdfhqx4AaABAg.8ZzArwzO5od8ZzLcwzuk7C,Coco Violet,1 month ago,1510962200916,"I mean, why was the masseuse wearing a towel though himself?? Shouldn't he be fully clothed?",0,/Negative/,Negative,0.801
,,,,,,,,UgxQFBCmCDmZIpdfhqx4AaABAg.8ZzArwzO5od8_0FB_r-Ghd,Orange Ziggy,1 month ago,1510962200918,"That's what I thought David said, but I thought maybe I misheard him. If the masseuse has only a towel on, or he is naked, then that masseuse probably knew what was about to happen. Plus, he signed up to meet him, alone, in a hotel, at 12am midnight. That's not normal business hours. So, in essence, this male masseuse was acting like a prostitute, knowingly, but then he changed his mind after a while.",1,/Negative/,Negative,0.773
UgyJbBE6TbQUYWsgoVt4AaABAg,Dee Macc69,1 month ago,1510962199550,Who next Brad Pitt or Matt Damon.?? 😂😔💀,4,false,0,,,,,,,/Positive/,Positive,0.914
Ugw7c8DYTKUA0xlvCvp4AaABAg,meatKog,1 month ago,1510962199553,"TRASH REPORT! 
1 report of a famous actor that was likely settled out of court (because he is famous) and you start ringing the bell... Wait till a few come out before you react as if it were true! 

""Accusation don't mean that it definitely happened"" but you pop his face up on the wall with the text MORE ACCUSATIONS. 

WEAK PEOPLE! Trash media!",3,false,0,,,,,,,/Negative/,Negative,0.834
UgzUHULo7TjQvvuk2zh4AaABAg,The Jason,1 month ago,1510962199557,Ana's mind is so filled with her hate her body is falling apart...,3,false,0,,,,,,,/Negative/,Negative,0.988
UgzX1XG8b5NiJ93g6tx4AaABAg,LeTon75,1 month ago,1510962199560,"BREAKING NEWS "" CENK & ANA RAPED ME WHILE I WAS WORKING AS A RUNNER ON THE TYT SET LAST YEAR "" CENK ALSO PUT HIS FINGER IN MY EAR WHILE ANA VAPED  ......IM SO TRAUMATIZED",6,true,3,,,,,,,/Negative/,Negative,0.566
,,,,,,,,UgzX1XG8b5NiJ93g6tx4AaABAg.8ZzAkrG06fG8ZzDMAB4XrL,LegendLength,1 month ago,1510962200874,We need a press conference with 4chan as the lawyer and an artist's painting of yourself at that age.,1,/Positive/,Positive,0.695
,,,,,,,,UgzX1XG8b5NiJ93g6tx4AaABAg.8ZzAkrG06fG8ZzDw2wSfRz,LeTon75,1 month ago,1510962200876,LegendLength I'm also book to do an interview with the BBC & Sky news in the UK 🇬🇧 plus Milo wants to Skype interview me this evening once Cenk & Ana release their statements. Im available tomorrow afternoon if 4 Chan are interested.,1,/Neutral/,Neutral,0.951
,,,,,,,,UgzX1XG8b5NiJ93g6tx4AaABAg.8ZzAkrG06fG8_0XuEDWtlf,LeTon75,1 month ago,1510962200878,"David Beale FYI I'm using my mums phablet ......., smart phones are so last year ...you must be old & out of touch 🤗",0,/Neutral/,Neutral,0.586
UgzjO6Z-I8cy9CLdwbF4AaABAg,Aaron Haynes,1 month ago,1510962199564,This is all getting a bit repetitive now. Why is there a massive surge of allegations snowballing like crazy. It's like every famous man over 50 is getting wrapped up for something sexual or another. I roll my eyes every time I hear someone new in the spotlight. Same with mass shootings or terror attacks. I'm just bored and saddened by the human species. Nothing shocks me anymore and it's so repetitive and predictable it's just like. Oh... Again? No surprise!,3,true,1,,,,,,,/Negative/,Negative,0.947
,,,,,,,,UgzjO6Z-I8cy9CLdwbF4AaABAg.8ZzAf_-Hv_g8ZzAmmHsj-z,N. Zhiv,1 month ago,1510962200933,Aaron Haynes It has to do with power. These men were in power for decades; they took every advantage of that.,0,/Positive/,Positive,0.949
UgwCEv9OAfBJvHzUJMl4AaABAg,The Jason,1 month ago,1510962199568,Ana Castration.,1,false,0,,,,,,,/Neutral/,Neutral,0.832
UgwMZ2W0MpPG2do0l2Z4AaABAg,Linux Tuxfriend,1 month ago,1510962199572,"I wonder what kind of skeletons Tom Cruise has in his, erm, closet. ;-)",4,true,2,,,,,,,/Negative/,Negative,0.508
,,,,,,,,UgwMZ2W0MpPG2do0l2Z4AaABAg.8ZzAF76ySF08ZzAqwpevkY,N. Zhiv,1 month ago,1510962200907,Linux Tuxfriend Drawer? Closet seems to be a bit too large.,0,/Positive/,Positive,0.764
,,,,,,,,UgwMZ2W0MpPG2do0l2Z4AaABAg.8ZzAF76ySF08ZzD9hEsccp,Ren Davis,1 month ago,1510962200910,"Linux Tuxfriend 

Well South Park did have an episode about it.

""Just come out of the closet, Mr Cruise. Come out of the closet.""",0,/Positive/,Positive,0.506
UgzYuwr-tAHH5-R5mFR4AaABAg,Jeff Sims,1 month ago,1510962199576,It’s massage therapist!,1,true,2,,,,,,,/Positive/,Positive,0.998
,,,,,,,,UgzYuwr-tAHH5-R5mFR4AaABAg.8ZzA9njZg_28ZzAgqZqUsc,FedorSaku,1 month ago,1510962200938,So you are justifying  sexual harassment  or assault?,0,/Negative/,Negative,0.527
,,,,,,,,UgzYuwr-tAHH5-R5mFR4AaABAg.8ZzA9njZg_28_-bdgLE_cI,Jeff Sims,1 month ago,1510962200940,FedorSaku I am suggesting that they not use the terms masseuse or masseur.,0,/Negative/,Negative,0.619
Ugz60AmW2xLl54zok9J4AaABAg,E.B. G,1 month ago,1510962199580,I heard of this years ago. They say scientology cult covers his behavior up. He has been as a gay man in Hollywood for a long time.,3,false,0,,,,,,,/Positive/,Positive,0.777
UgzXSgg0CopGih4yLHN4AaABAg,pogo575,1 month ago,1510962199584,Least surprising accusation ever.,0,false,0,,,,,,,/Positive/,Positive,0.998
Ugz4i9CBiv8vejO0lWB4AaABAg,Hunter Izdebski,1 month ago,1510962199587,This one is much less shocking.,1,false,0,,,,,,,/Positive/,Positive,0.881
UgxbFTj5LN2PRR9y1OJ4AaABAg,Lincoln Paul,1 month ago,1510962199590,Probably the masseur wasn't paid enough.,1,false,0,,,,,,,/Negative/,Negative,0.998
Ugzcb_I4KtMogzj1Wl54AaABAg,christopher suits,1 month ago,1510962199594,I'm as gay as a 3 dollar bill.,0,false,0,,,,,,,/Negative/,Negative,0.998
Ugx5KDDAOwLWMf9R_yF4AaABAg,Nick Brown,1 month ago,1510962199597,Well that’s just gay,1,false,0,,,,,,,/Negative/,Negative,0.6
UgykCPnAolxvndXuLVp4AaABAg,Nx Doyle,1 month ago,1510962199600,Masseuse is a female masseur. I'm glad Cenk pointed it out.,2,true,1,,,,,,,/Positive/,Positive,0.998
,,,,,,,,UgykCPnAolxvndXuLVp4AaABAg.8Zz9F18DxMo8ZzDSyxuDt8,LegendLength,1 month ago,1510962200923,Cenk's an expert in that field,0,/Positive/,Positive,0.703
UgzTyJ8CcmyNuJQjAjB4AaABAg,danzigvssartre,1 month ago,1510962199604,Is this really news?,3,true,1,,,,,,,/Neutral/,Neutral,0.594
,,,,,,,,UgzTyJ8CcmyNuJQjAjB4AaABAg.8Zz97sBh7i08Zz9QG3vghu,Nx Doyle,1 month ago,1510962200928,"danzigvssartre If it forms part of a larger pattern of abuse, yes.",1,/Positive/,Positive,0.812
UgwxWayHQSbSCk04chl4AaABAg,ReisterJP,1 month ago,1510962199608,didn't Cenk sexually harass Connie Chung in the late 90's?,2,true,1,,,,,,,/Negative/,Negative,0.883
,,,,,,,,UgwxWayHQSbSCk04chl4AaABAg.8Zz97ggTdSE8Zz9bg6LK3i,Finn,1 month ago,1510962200945,ReisterJP nice lies,1,/Positive/,Positive,0.998
UgzBnckAXd3-kayiejV4AaABAg,Martin Davis,1 month ago,1510962199612,No No....the Travolta didn't do it....the Masseur getting up and leaving is because the guy was in a coma and his getting up was representative of him dying...,0,false,0,,,,,,,/Negative/,Negative,0.977
Ugx3OSbwWJ1qNqUnf614AaABAg,johnny bravo,1 month ago,1510962199615,Trying to get laid bi gay or straight is not a crime. What is the masseur doing with no clothes on. A grown man claiming gay rape without being tied down seems pretty fishy to me.,4,false,0,,,,,,,/Negative/,Negative,0.988
UgzxtzXBBond4UNxcWJ4AaABAg,kristof verbruggen,1 month ago,1510962202211,Did he support Hillary?,1,true,6,,,,,,,/Negative/,Negative,0.975
,,,,,,,,UgzxtzXBBond4UNxcWJ4AaABAg.8Zz8MV4zohS8Zz8RiCRxvB,Ver Coda,1 month ago,1510962202707,kristof verbruggen idiot.,2,/Negative/,Negative,0.998
,,,,,,,,UgzxtzXBBond4UNxcWJ4AaABAg.8Zz8MV4zohS8Zz8Xs9_WE2,Jula 1990,1 month ago,1510962202738,Who cares? This sort of behavior goes deeper than political affiliation.,0,/Negative/,Negative,0.969
